cpu_usage,memory_usage,disk_read_iops,disk_write_iops,network_in,network_out,disk_read_latency,disk_write_latency,disk_free_space,packet_loss,network_latency,query_execution_time,active_connections,http_requests_per_sec,backend_latency,label,timestamp
42.37,11GB,298,166,32GB,9GB,4.33,4.33,471GB,0.25,87.32,23.39,16,837,177.16,1,2025-04-20 03:31:46.811021
102.93,197GB,3395,2835,452GB,268GB,72.67,48.24,2GB,35.17,1803.1,1909.47,2255,28227,2469.28,-1,2025-04-20 03:32:01.811021
53.62,8GB,216,91,49GB,30GB,4.02,4.09,344GB,0.82,63.15,58.69,254,1159,163.22,1,2025-04-20 03:32:16.811021
78.68,26GB,157,155,14GB,29GB,3.56,3.85,367GB,0.54,90.89,182.6,375,1528,209.17,1,2025-04-20 03:32:31.811021
77.55,12GB,383,473,44GB,35GB,3.49,2.01,652GB,0.08,78.91,104.18,478,731,111.91,1,2025-04-20 03:32:46.811021
50.15,26GB,301,312,37GB,38GB,4.48,3.65,458GB,0.36,41.75,157.97,157,387,161.4,1,2025-04-20 03:33:01.811021
14.17,12GB,422,262,14GB,21GB,3.26,1.79,438GB,0.66,47.67,99.0,474,1058,207.11,1,2025-04-20 03:33:16.811021
79.11,19GB,490,252,24GB,37GB,4.09,4.67,358GB,0.5,17.36,35.33,442,1377,368.99,1,2025-04-20 03:33:31.811021
24.97,26GB,352,144,28GB,19GB,3.8,4.37,509GB,0.75,38.26,186.99,488,199,90.17,1,2025-04-20 03:33:46.811021
91.04,119GB,4855,3003,116GB,163GB,39.61,52.66,2GB,42.61,525.96,2321.51,3162,23024,2859.02,-1,2025-04-20 03:34:01.811021
75.15,28GB,103,398,11GB,33GB,4.86,4.48,368GB,0.08,87.23,54.51,214,1805,225.11,1,2025-04-20 03:34:16.811021
51.48,15GB,73,141,17GB,18GB,4.11,4.81,549GB,0.37,24.96,97.52,411,1006,147.69,1,2025-04-20 03:34:31.811021
114.78,214GB,4995,2916,154GB,366GB,90.44,56.25,3GB,14.26,1872.25,1175.69,3279,24160,4466.31,-1,2025-04-20 03:34:46.811021
49.72,4GB,302,115,45GB,28GB,2.54,1.02,144GB,0.72,14.07,164.9,123,1907,102.97,1,2025-04-20 03:35:01.811021
19.21,16GB,364,304,17GB,12GB,2.84,1.28,270GB,0.63,77.45,112.31,202,1015,277.67,1,2025-04-20 03:35:16.811021
92.12,77GB,3384,4638,348GB,430GB,84.04,54.2,5GB,24.91,1058.3,920.49,2641,17277,4620.11,-1,2025-04-20 03:35:31.811021
61.26,21GB,51,279,7GB,16GB,1.81,3.16,221GB,0.39,86.1,134.96,312,869,131.46,1,2025-04-20 03:35:46.811021
56.65,4GB,343,178,48GB,48GB,1.55,1.85,780GB,0.93,85.52,42.32,335,482,135.5,1,2025-04-20 03:36:01.811021
77.0,21GB,425,154,18GB,22GB,4.07,1.96,689GB,0.39,74.15,175.08,291,1277,263.65,1,2025-04-20 03:36:16.811021
25.7,26GB,490,453,39GB,16GB,2.75,4.38,232GB,0.37,23.07,92.75,276,1936,268.19,1,2025-04-20 03:36:31.811021
51.74,19GB,155,300,21GB,21GB,3.99,2.77,497GB,0.94,14.23,75.69,367,1112,134.27,1,2025-04-20 03:36:46.811021
51.73,16GB,199,461,26GB,42GB,2.87,2.85,425GB,0.82,33.78,176.7,186,1948,255.17,1,2025-04-20 03:37:01.811021
33.93,28GB,266,160,8GB,44GB,1.54,2.17,257GB,0.81,19.84,48.47,358,1681,324.4,1,2025-04-20 03:37:16.811021
76.2,11GB,407,328,17GB,16GB,3.58,4.95,339GB,0.03,13.88,120.05,273,1051,361.7,1,2025-04-20 03:37:31.811021
61.76,13GB,451,142,21GB,19GB,2.45,2.79,101GB,0.9,30.64,188.32,238,1405,265.71,1,2025-04-20 03:37:46.811021
32.0,31GB,289,176,26GB,14GB,2.34,4.97,717GB,0.56,79.88,20.24,27,1642,287.07,1,2025-04-20 03:38:01.811021
32.09,22GB,416,175,17GB,42GB,3.23,2.73,107GB,0.89,89.99,57.84,376,689,387.84,1,2025-04-20 03:38:16.811021
15.98,23GB,372,141,45GB,34GB,4.08,1.14,125GB,0.3,60.98,182.21,451,323,118.61,1,2025-04-20 03:38:31.811021
21.76,15GB,420,373,30GB,8GB,3.68,4.93,286GB,0.18,12.39,44.61,126,1691,148.79,1,2025-04-20 03:38:46.811021
25.84,5GB,406,308,13GB,42GB,1.3,1.09,752GB,0.63,52.42,148.03,359,691,232.11,1,2025-04-20 03:39:01.811021
70.35,27GB,314,367,13GB,35GB,3.77,1.0,576GB,0.81,50.63,136.9,63,774,109.68,1,2025-04-20 03:39:16.811021
77.24,20GB,485,216,13GB,29GB,4.49,3.38,407GB,0.65,79.51,166.26,252,1431,300.62,1,2025-04-20 03:39:31.811021
49.35,26GB,290,463,34GB,8GB,3.44,2.35,551GB,0.95,77.84,102.24,104,1340,297.86,1,2025-04-20 03:39:46.811021
24.03,23GB,459,345,19GB,45GB,3.96,4.69,518GB,0.18,43.46,180.73,194,822,53.67,1,2025-04-20 03:40:01.811021
56.62,12GB,275,428,13GB,8GB,3.03,2.98,766GB,0.51,30.51,161.53,134,186,237.98,1,2025-04-20 03:40:16.811021
49.59,17GB,166,171,31GB,22GB,3.19,4.13,302GB,0.09,15.83,48.72,161,1879,381.02,1,2025-04-20 03:40:31.811021
59.78,23GB,155,378,14GB,19GB,1.9,3.27,556GB,0.81,37.59,130.2,453,1284,250.74,1,2025-04-20 03:40:46.811021
24.11,28GB,272,169,12GB,24GB,1.17,3.37,776GB,0.89,64.66,30.47,332,1637,212.94,1,2025-04-20 03:41:01.811021
61.15,19GB,285,126,14GB,18GB,3.95,3.1,666GB,0.82,19.37,38.57,26,963,256.69,1,2025-04-20 03:41:16.811021
79.25,21GB,123,234,45GB,37GB,3.74,1.94,320GB,0.82,56.02,45.29,488,1765,50.26,1,2025-04-20 03:41:31.811021
76.54,29GB,61,483,42GB,28GB,2.38,1.11,704GB,0.31,71.72,67.08,347,1731,183.27,1,2025-04-20 03:41:46.811021
58.42,29GB,178,146,45GB,48GB,3.73,2.77,489GB,0.26,63.96,108.31,364,1019,253.22,1,2025-04-20 03:42:01.811021
70.97,15GB,307,119,34GB,25GB,4.84,3.13,653GB,0.57,93.39,48.86,410,103,185.68,1,2025-04-20 03:42:16.811021
74.39,30GB,304,251,5GB,34GB,4.71,1.16,682GB,0.48,54.52,68.82,64,268,203.43,1,2025-04-20 03:42:31.811021
49.25,25GB,193,54,49GB,26GB,2.25,4.3,672GB,0.64,79.57,39.49,82,849,381.18,1,2025-04-20 03:42:46.811021
29.0,19GB,187,310,46GB,45GB,1.19,1.75,280GB,0.52,45.84,166.69,31,1301,336.02,1,2025-04-20 03:43:01.811021
12.84,21GB,351,103,48GB,31GB,1.4,4.24,761GB,0.4,17.09,95.72,401,1854,172.86,1,2025-04-20 03:43:16.811021
22.5,9GB,275,87,17GB,39GB,3.4,2.64,242GB,0.64,61.92,195.1,330,282,322.65,1,2025-04-20 03:43:31.811021
33.01,15GB,119,364,16GB,45GB,4.03,2.13,232GB,0.62,83.51,136.64,261,858,111.6,1,2025-04-20 03:43:46.811021
79.5,19GB,394,116,48GB,30GB,1.19,4.53,725GB,0.35,52.55,95.72,154,380,335.41,1,2025-04-20 03:44:01.811021
61.54,9GB,435,345,18GB,36GB,1.91,2.17,215GB,0.84,24.49,123.98,268,1369,301.16,1,2025-04-20 03:44:16.811021
42.48,16GB,412,235,33GB,7GB,4.56,4.29,562GB,0.87,26.65,181.45,413,1259,394.32,1,2025-04-20 03:44:31.811021
70.48,31GB,404,344,13GB,44GB,3.3,1.71,757GB,0.4,68.64,61.15,299,145,295.46,1,2025-04-20 03:44:46.811021
56.34,23GB,445,350,14GB,20GB,1.55,3.4,506GB,0.15,82.89,136.55,351,1393,381.68,1,2025-04-20 03:45:01.811021
23.8,5GB,263,299,25GB,9GB,1.95,2.43,108GB,0.53,75.14,112.21,59,1560,191.4,1,2025-04-20 03:45:16.811021
13.53,29GB,399,246,14GB,26GB,1.59,2.94,207GB,0.99,27.33,45.22,208,954,264.39,1,2025-04-20 03:45:31.811021
14.34,14GB,409,360,49GB,12GB,4.23,1.29,519GB,0.63,19.07,132.74,245,1980,204.11,1,2025-04-20 03:45:46.811021
62.38,18GB,339,305,48GB,16GB,2.6,1.34,335GB,0.21,11.68,149.97,116,1661,162.44,1,2025-04-20 03:46:01.811021
26.71,13GB,205,445,24GB,17GB,2.24,3.83,628GB,0.76,39.71,20.04,459,1201,269.02,1,2025-04-20 03:46:16.811021
78.48,29GB,301,137,31GB,44GB,3.97,2.86,522GB,0.78,31.04,176.79,50,1973,163.72,1,2025-04-20 03:46:31.811021
20.19,23GB,327,450,28GB,9GB,4.33,1.0,546GB,0.13,80.69,162.35,366,1744,177.71,1,2025-04-20 03:46:46.811021
16.7,29GB,485,441,24GB,13GB,4.56,1.31,533GB,0.36,55.94,99.04,87,266,150.95,1,2025-04-20 03:47:01.811021
77.69,20GB,88,346,22GB,46GB,3.8,4.03,442GB,0.31,55.44,37.8,31,774,207.51,1,2025-04-20 03:47:16.811021
55.91,25GB,223,53,48GB,45GB,1.6,3.59,217GB,0.8,49.19,13.37,204,1786,78.55,1,2025-04-20 03:47:31.811021
77.39,13GB,165,411,31GB,31GB,3.84,4.14,207GB,0.04,21.87,100.97,254,1847,319.76,1,2025-04-20 03:47:46.811021
23.0,9GB,231,294,8GB,6GB,2.83,1.05,266GB,0.17,81.69,167.51,80,772,228.21,1,2025-04-20 03:48:01.811021
50.04,20GB,382,267,19GB,8GB,2.55,4.55,748GB,0.28,79.47,191.64,300,1139,389.13,1,2025-04-20 03:48:16.811021
76.91,5GB,427,88,21GB,23GB,4.16,2.04,594GB,0.08,33.1,107.98,439,687,342.57,1,2025-04-20 03:48:31.811021
74.3,11GB,231,461,34GB,43GB,3.25,4.6,724GB,0.79,37.73,184.96,346,1882,367.63,1,2025-04-20 03:48:46.811021
44.09,9GB,389,438,39GB,40GB,3.39,4.79,690GB,0.52,17.93,148.07,12,1707,183.03,1,2025-04-20 03:49:01.811021
62.5,23GB,145,396,18GB,12GB,1.38,1.34,363GB,0.09,82.13,62.93,429,1383,340.41,1,2025-04-20 03:49:16.811021
64.45,5GB,261,87,33GB,20GB,4.46,1.09,622GB,0.86,29.55,169.84,67,766,130.26,1,2025-04-20 03:49:31.811021
78.59,29GB,242,135,29GB,25GB,2.91,3.98,489GB,0.26,50.91,179.2,35,786,389.91,1,2025-04-20 03:49:46.811021
41.37,20GB,144,287,10GB,9GB,4.5,1.82,637GB,0.98,79.17,69.01,131,298,156.43,1,2025-04-20 03:50:01.811021
64.69,21GB,243,189,41GB,37GB,3.01,1.06,643GB,0.88,37.92,190.57,137,1624,301.82,1,2025-04-20 03:50:16.811021
36.02,22GB,149,98,34GB,28GB,1.31,4.84,468GB,0.31,75.99,143.54,195,309,177.62,1,2025-04-20 03:50:31.811021
14.37,9GB,140,484,41GB,28GB,4.42,1.7,202GB,0.51,28.01,153.17,137,659,356.86,1,2025-04-20 03:50:46.811021
105.37,102GB,2246,4222,248GB,486GB,87.46,36.86,1GB,18.55,1095.28,932.33,2099,22840,4300.87,-1,2025-04-20 03:51:01.811021
58.09,18GB,263,274,19GB,27GB,1.56,4.86,437GB,0.31,28.42,139.71,464,240,109.03,1,2025-04-20 03:51:16.811021
36.27,4GB,113,192,43GB,48GB,2.76,2.57,686GB,0.55,60.61,188.14,294,1649,77.53,1,2025-04-20 03:51:31.811021
13.66,25GB,444,146,16GB,24GB,4.94,4.14,726GB,0.84,52.02,59.9,121,1526,174.82,1,2025-04-20 03:51:46.811021
55.49,12GB,107,84,32GB,36GB,2.33,4.94,268GB,0.47,50.63,195.44,152,1842,307.69,1,2025-04-20 03:52:01.811021
35.1,6GB,185,478,25GB,40GB,4.67,2.72,462GB,0.12,96.24,68.01,446,975,281.26,1,2025-04-20 03:52:16.811021
62.98,27GB,168,200,29GB,38GB,4.53,3.82,409GB,0.27,11.48,57.7,444,163,183.64,1,2025-04-20 03:52:31.811021
53.88,9GB,343,349,9GB,23GB,3.56,2.11,194GB,0.25,53.31,93.34,109,955,152.41,1,2025-04-20 03:52:46.811021
68.28,8GB,196,213,38GB,20GB,3.43,2.84,584GB,0.22,82.91,84.92,386,517,276.89,1,2025-04-20 03:53:01.811021
58.31,19GB,476,112,33GB,33GB,2.08,3.37,777GB,0.7,26.61,65.37,52,596,357.25,1,2025-04-20 03:53:16.811021
23.64,26GB,164,85,41GB,27GB,1.17,1.44,413GB,0.76,58.07,103.61,338,1787,106.2,1,2025-04-20 03:53:31.811021
65.59,5GB,363,346,46GB,27GB,1.77,1.75,374GB,0.24,87.71,76.04,424,253,377.41,1,2025-04-20 03:53:46.811021
35.99,26GB,200,140,33GB,31GB,4.28,2.89,719GB,0.03,24.69,115.6,199,1670,339.76,1,2025-04-20 03:54:01.811021
47.86,27GB,468,184,13GB,23GB,1.2,3.5,219GB,0.79,90.31,165.73,17,928,284.58,1,2025-04-20 03:54:16.811021
75.67,15GB,84,125,6GB,15GB,2.99,3.57,412GB,0.25,61.21,91.57,89,756,150.92,1,2025-04-20 03:54:31.811021
116.04,81GB,4341,3385,108GB,453GB,46.62,32.56,1GB,32.48,1680.44,2024.76,3767,24462,3964.82,-1,2025-04-20 03:54:46.811021
53.57,12GB,100,298,25GB,6GB,2.53,3.08,704GB,0.1,78.1,136.39,391,1282,105.08,1,2025-04-20 03:55:01.811021
73.28,25GB,88,55,33GB,5GB,3.1,4.5,343GB,0.5,32.17,25.44,204,1737,88.05,1,2025-04-20 03:55:16.811021
78.14,6GB,145,156,25GB,22GB,1.06,4.3,487GB,0.64,77.77,154.26,414,493,334.67,1,2025-04-20 03:55:31.811021
58.65,29GB,346,380,47GB,49GB,1.01,3.62,626GB,0.01,73.87,121.77,298,1995,168.65,1,2025-04-20 03:55:46.811021
77.85,31GB,236,285,15GB,9GB,4.26,3.69,259GB,0.12,41.28,13.86,24,963,297.83,1,2025-04-20 03:56:01.811021
56.65,10GB,380,188,18GB,23GB,3.7,1.9,549GB,0.45,62.12,119.08,102,1325,243.39,1,2025-04-20 03:56:16.811021
64.49,20GB,120,446,20GB,37GB,3.63,2.18,457GB,0.63,41.76,169.07,222,1527,119.09,1,2025-04-20 03:56:31.811021
34.54,21GB,139,309,43GB,21GB,4.29,1.91,390GB,0.07,23.9,159.14,32,800,255.75,1,2025-04-20 03:56:46.811021
42.14,22GB,102,120,35GB,33GB,4.39,3.8,750GB,0.94,45.3,118.43,189,1436,239.67,1,2025-04-20 03:57:01.811021
32.7,30GB,104,435,37GB,22GB,4.55,4.55,790GB,0.95,43.65,79.04,153,799,205.41,1,2025-04-20 03:57:16.811021
20.95,13GB,451,392,14GB,45GB,3.07,4.4,403GB,0.9,74.84,191.32,215,1778,186.89,1,2025-04-20 03:57:31.811021
35.45,30GB,232,384,30GB,36GB,3.62,4.75,689GB,0.3,92.29,153.69,281,986,117.76,1,2025-04-20 03:57:46.811021
60.72,17GB,459,496,38GB,13GB,2.83,4.63,579GB,0.37,39.27,12.18,244,1720,248.67,1,2025-04-20 03:58:01.811021
53.42,17GB,78,118,29GB,17GB,4.65,2.63,248GB,0.04,90.04,152.02,136,1557,305.44,1,2025-04-20 03:58:16.811021
56.29,5GB,352,249,39GB,27GB,1.67,3.71,688GB,0.33,27.87,149.97,412,859,366.49,1,2025-04-20 03:58:31.811021
17.49,21GB,305,144,47GB,44GB,4.45,3.14,652GB,0.55,71.58,129.3,256,1920,164.0,1,2025-04-20 03:58:46.811021
75.29,21GB,117,382,42GB,47GB,1.64,1.89,719GB,0.54,41.55,49.97,105,1652,264.02,1,2025-04-20 03:59:01.811021
16.26,23GB,159,178,47GB,5GB,1.33,2.28,253GB,0.9,24.54,143.26,211,1993,136.4,1,2025-04-20 03:59:16.811021
79.45,7GB,127,257,41GB,32GB,2.28,2.27,593GB,0.21,23.47,161.5,366,197,129.36,1,2025-04-20 03:59:31.811021
75.3,15GB,336,55,10GB,45GB,4.81,1.46,599GB,0.82,89.02,97.04,101,1638,194.1,1,2025-04-20 03:59:46.811021
49.3,15GB,376,78,25GB,10GB,2.71,2.33,378GB,0.39,88.04,76.38,122,224,323.39,1,2025-04-20 04:00:01.811021
95.23,127GB,2087,3679,188GB,331GB,36.89,75.46,3GB,36.67,1647.91,1776.72,3578,18077,3470.3,-1,2025-04-20 04:00:16.811021
59.59,16GB,223,293,16GB,30GB,2.76,2.79,281GB,0.62,16.74,151.64,116,474,289.97,1,2025-04-20 04:00:31.811021
63.27,8GB,167,470,18GB,23GB,2.55,4.72,333GB,0.73,99.84,135.19,320,463,286.91,1,2025-04-20 04:00:46.811021
67.78,19GB,158,252,23GB,48GB,1.03,1.06,258GB,0.24,97.7,163.66,471,1526,118.11,1,2025-04-20 04:01:01.811021
39.29,30GB,444,294,26GB,12GB,4.26,1.96,701GB,0.58,21.57,68.57,466,1357,320.66,1,2025-04-20 04:01:16.811021
21.99,22GB,372,284,40GB,10GB,2.43,2.65,403GB,0.09,67.99,182.66,32,903,173.37,1,2025-04-20 04:01:31.811021
96.45,66GB,4973,3964,406GB,300GB,95.77,54.93,9GB,48.26,1141.9,1081.27,4017,22528,2559.66,-1,2025-04-20 04:01:46.811021
16.07,15GB,273,157,27GB,27GB,2.78,4.51,215GB,0.48,23.27,20.65,46,650,283.81,1,2025-04-20 04:02:01.811021
25.72,9GB,354,404,46GB,32GB,1.27,3.66,554GB,0.29,80.43,199.8,252,490,279.13,1,2025-04-20 04:02:16.811021
28.95,30GB,256,372,5GB,35GB,4.96,4.18,376GB,0.53,80.66,35.36,490,1207,243.09,1,2025-04-20 04:02:31.811021
57.29,11GB,266,56,39GB,21GB,1.64,1.64,283GB,0.47,15.54,56.28,186,951,131.02,1,2025-04-20 04:02:46.811021
98.6,207GB,2508,2310,398GB,144GB,68.13,71.89,6GB,17.75,1981.91,2251.56,2573,22509,2349.42,-1,2025-04-20 04:03:01.811021
41.32,18GB,69,212,6GB,49GB,1.24,4.04,758GB,0.84,78.21,174.96,192,418,330.88,1,2025-04-20 04:03:16.811021
37.72,10GB,449,93,39GB,7GB,1.82,3.95,507GB,0.18,23.86,180.0,300,220,381.17,1,2025-04-20 04:03:31.811021
46.88,9GB,143,496,34GB,10GB,4.65,1.07,319GB,0.45,57.22,10.91,240,986,335.23,1,2025-04-20 04:03:46.811021
41.73,16GB,208,52,8GB,12GB,1.02,1.56,596GB,0.25,13.7,133.06,352,1297,162.01,1,2025-04-20 04:04:01.811021
61.68,20GB,59,378,43GB,32GB,2.6,3.88,562GB,0.09,54.03,159.81,315,408,98.61,1,2025-04-20 04:04:16.811021
68.98,5GB,283,328,22GB,47GB,4.93,4.36,780GB,0.9,45.31,129.84,399,1981,190.74,1,2025-04-20 04:04:31.811021
16.61,16GB,117,392,24GB,42GB,2.12,1.43,513GB,0.7,90.63,62.19,255,170,357.61,1,2025-04-20 04:04:46.811021
78.9,17GB,296,249,24GB,26GB,2.02,2.18,492GB,0.32,42.23,29.09,301,190,354.05,1,2025-04-20 04:05:01.811021
57.33,5GB,268,428,31GB,31GB,4.06,4.54,586GB,0.23,23.5,109.79,110,1561,217.64,1,2025-04-20 04:05:16.811021
60.12,28GB,184,474,35GB,7GB,4.55,2.94,623GB,0.81,69.01,28.02,139,1394,188.42,1,2025-04-20 04:05:31.811021
67.01,25GB,375,126,6GB,44GB,2.0,1.36,499GB,0.96,96.56,114.33,187,520,77.01,1,2025-04-20 04:05:46.811021
41.7,26GB,425,190,34GB,31GB,2.4,2.63,300GB,0.14,70.65,97.12,337,1723,293.97,1,2025-04-20 04:06:01.811021
21.76,25GB,269,162,14GB,5GB,1.37,2.36,428GB,0.94,67.62,155.44,220,689,299.08,1,2025-04-20 04:06:16.811021
20.92,19GB,334,336,18GB,9GB,2.54,1.53,442GB,0.97,72.84,90.74,193,1844,189.07,1,2025-04-20 04:06:31.811021
43.81,29GB,496,303,29GB,29GB,2.01,4.8,755GB,0.59,22.35,158.7,248,173,89.55,1,2025-04-20 04:06:46.811021
20.97,7GB,433,486,5GB,48GB,2.36,3.44,290GB,0.14,18.01,102.65,341,1428,252.56,1,2025-04-20 04:07:01.811021
61.29,30GB,253,422,42GB,30GB,4.42,2.66,559GB,0.23,81.75,60.91,228,1270,263.49,1,2025-04-20 04:07:16.811021
24.23,20GB,388,194,27GB,11GB,4.77,1.39,657GB,0.21,16.77,152.91,294,100,84.92,1,2025-04-20 04:07:31.811021
56.32,12GB,136,167,46GB,11GB,3.05,2.19,481GB,0.23,72.42,122.76,297,850,152.89,1,2025-04-20 04:07:46.811021
31.55,17GB,458,217,22GB,28GB,4.35,4.42,775GB,0.82,22.8,149.2,355,1639,207.94,1,2025-04-20 04:08:01.811021
75.13,20GB,175,270,38GB,14GB,4.68,2.03,424GB,0.93,72.89,28.95,123,1743,299.98,1,2025-04-20 04:08:16.811021
38.4,25GB,372,83,26GB,13GB,4.35,4.77,570GB,0.55,74.86,35.85,357,1629,147.12,1,2025-04-20 04:08:31.811021
32.38,31GB,372,314,10GB,33GB,4.58,1.22,712GB,0.7,75.61,143.97,123,663,89.11,1,2025-04-20 04:08:46.811021
69.54,8GB,439,457,34GB,19GB,3.37,2.87,245GB,0.77,25.51,78.05,168,273,305.02,1,2025-04-20 04:09:01.811021
70.37,18GB,382,53,26GB,45GB,1.17,1.15,183GB,0.15,18.48,103.53,218,832,212.93,1,2025-04-20 04:09:16.811021
18.16,4GB,422,120,30GB,23GB,3.54,4.99,651GB,0.45,36.84,125.16,497,1398,115.81,1,2025-04-20 04:09:31.811021
17.24,21GB,227,496,13GB,22GB,1.8,3.5,618GB,0.16,31.23,168.09,291,1345,138.15,1,2025-04-20 04:09:46.811021
72.86,6GB,222,470,9GB,10GB,4.69,1.37,159GB,0.58,41.47,158.76,459,414,179.98,1,2025-04-20 04:10:01.811021
51.01,15GB,116,266,26GB,42GB,2.31,4.25,592GB,0.52,44.21,13.36,318,1851,248.33,1,2025-04-20 04:10:16.811021
69.8,20GB,150,165,18GB,45GB,4.89,1.94,381GB,0.41,78.13,99.36,15,1510,84.71,1,2025-04-20 04:10:31.811021
17.13,27GB,405,116,20GB,36GB,3.47,2.13,340GB,0.66,52.22,111.26,420,1611,122.9,1,2025-04-20 04:10:46.811021
71.07,17GB,316,443,15GB,49GB,4.13,4.09,128GB,0.89,14.83,86.97,441,677,384.99,1,2025-04-20 04:11:01.811021
35.8,19GB,131,452,10GB,20GB,1.1,3.56,290GB,0.99,10.54,108.79,159,1135,225.5,1,2025-04-20 04:11:16.811021
52.71,30GB,481,121,22GB,32GB,2.54,4.02,757GB,0.03,94.01,142.92,355,1481,155.56,1,2025-04-20 04:11:31.811021
30.89,13GB,75,289,30GB,37GB,1.21,4.68,553GB,0.72,56.24,105.96,54,276,188.9,1,2025-04-20 04:11:46.811021
39.26,20GB,363,86,5GB,12GB,1.24,3.16,367GB,0.25,88.03,54.99,237,1399,160.84,1,2025-04-20 04:12:01.811021
34.02,7GB,135,221,36GB,17GB,4.29,2.54,408GB,0.23,68.56,49.12,359,890,84.03,1,2025-04-20 04:12:16.811021
14.77,18GB,360,68,24GB,29GB,2.69,1.87,337GB,0.69,78.97,50.03,93,911,125.92,1,2025-04-20 04:12:31.811021
29.18,8GB,467,65,30GB,44GB,3.79,2.91,402GB,0.06,65.7,172.18,106,961,95.14,1,2025-04-20 04:12:46.811021
67.93,15GB,183,255,9GB,41GB,4.74,1.11,472GB,0.41,33.71,55.07,330,137,92.52,1,2025-04-20 04:13:01.811021
69.06,17GB,80,493,40GB,40GB,2.45,3.42,417GB,0.21,10.23,188.53,18,617,203.65,1,2025-04-20 04:13:16.811021
52.12,31GB,341,161,17GB,38GB,4.84,1.9,376GB,0.68,98.4,39.74,237,1223,142.49,1,2025-04-20 04:13:31.811021
46.78,11GB,138,365,15GB,12GB,1.41,1.92,799GB,0.98,13.88,174.72,205,1034,343.84,1,2025-04-20 04:13:46.811021
40.25,24GB,415,322,34GB,40GB,1.85,4.95,636GB,0.21,23.2,40.09,106,554,50.76,1,2025-04-20 04:14:01.811021
49.68,19GB,401,482,11GB,34GB,2.12,2.5,538GB,0.68,54.42,141.99,491,1147,313.5,1,2025-04-20 04:14:16.811021
27.31,4GB,80,298,48GB,37GB,3.43,3.11,633GB,0.82,86.28,108.57,62,137,346.16,1,2025-04-20 04:14:31.811021
63.01,16GB,144,62,31GB,39GB,2.25,3.62,101GB,0.62,64.99,160.11,260,479,202.51,1,2025-04-20 04:14:46.811021
17.01,9GB,156,155,38GB,43GB,1.56,1.23,725GB,0.11,46.96,190.89,74,289,315.7,1,2025-04-20 04:15:01.811021
34.87,7GB,416,496,10GB,26GB,2.39,2.65,508GB,0.57,49.43,197.9,363,1461,249.7,1,2025-04-20 04:15:16.811021
27.69,22GB,373,234,34GB,42GB,2.77,1.69,519GB,0.5,28.7,73.62,29,1994,185.44,1,2025-04-20 04:15:31.811021
44.25,20GB,382,138,24GB,6GB,1.93,3.28,418GB,0.3,64.27,166.33,433,590,361.35,1,2025-04-20 04:15:46.811021
61.49,17GB,499,353,32GB,46GB,4.07,2.37,533GB,0.32,71.21,127.61,411,307,143.31,1,2025-04-20 04:16:01.811021
15.81,27GB,65,97,29GB,9GB,2.71,3.88,642GB,0.42,91.67,30.7,270,284,171.3,1,2025-04-20 04:16:16.811021
22.71,16GB,168,396,14GB,15GB,2.43,1.12,787GB,0.39,82.48,30.84,81,1116,368.86,1,2025-04-20 04:16:31.811021
70.78,8GB,441,400,23GB,38GB,2.64,2.02,593GB,0.0,15.39,179.12,286,1109,379.68,1,2025-04-20 04:16:46.811021
79.0,11GB,327,278,14GB,5GB,3.46,2.93,540GB,0.23,53.67,27.4,288,299,89.04,1,2025-04-20 04:17:01.811021
60.36,10GB,484,272,18GB,26GB,2.49,3.86,563GB,0.16,48.08,96.46,194,348,159.72,1,2025-04-20 04:17:16.811021
13.63,24GB,251,251,25GB,28GB,4.11,2.61,402GB,0.32,92.73,156.9,55,143,179.22,1,2025-04-20 04:17:31.811021
74.59,30GB,162,159,32GB,40GB,3.61,4.5,487GB,0.78,40.41,175.21,330,315,145.13,1,2025-04-20 04:17:46.811021
54.91,23GB,359,212,7GB,17GB,3.74,2.1,318GB,0.71,45.07,152.04,37,137,56.73,1,2025-04-20 04:18:01.811021
79.92,27GB,184,459,5GB,9GB,2.32,1.21,259GB,0.08,98.73,43.99,291,394,392.69,1,2025-04-20 04:18:16.811021
27.87,27GB,173,346,32GB,21GB,1.59,3.41,268GB,0.44,26.63,117.03,351,1492,305.62,1,2025-04-20 04:18:31.811021
77.05,23GB,118,405,49GB,42GB,4.8,3.29,591GB,0.01,92.29,27.88,255,1834,393.53,1,2025-04-20 04:18:46.811021
61.31,21GB,81,311,24GB,24GB,1.33,4.91,240GB,0.04,75.72,103.32,149,1054,226.72,1,2025-04-20 04:19:01.811021
19.36,12GB,162,367,20GB,14GB,3.16,4.97,166GB,0.62,14.77,199.28,79,1623,116.98,1,2025-04-20 04:19:16.811021
34.38,6GB,281,161,19GB,36GB,1.43,2.11,397GB,0.09,86.41,67.13,267,1281,392.18,1,2025-04-20 04:19:31.811021
73.23,12GB,130,460,12GB,42GB,2.69,2.46,226GB,0.4,35.05,139.4,293,582,195.52,1,2025-04-20 04:19:46.811021
38.47,31GB,79,353,44GB,5GB,3.6,4.64,747GB,0.76,34.79,194.0,380,1707,247.85,1,2025-04-20 04:20:01.811021
30.68,4GB,194,431,38GB,6GB,3.93,2.42,290GB,0.79,93.5,152.92,405,1552,213.0,1,2025-04-20 04:20:16.811021
44.65,7GB,201,277,8GB,6GB,1.97,3.87,409GB,0.85,77.71,61.13,199,887,153.66,1,2025-04-20 04:20:31.811021
